0;2,97;3;6,29
0,1;2,95;3;6,29
0,2;2,92;3;6,3
0,3;2,95;3;6,29
0,4;2,91;3;6,3
0,5;2,95;3;6,3
0,6;3,02;3;6,3
0,7;3;3;6,3
0,8;2,98;3;6,3
0,9;3,02;3;6,3
1;3,06;3;6,29
1,1;3,04;3;6,29
1,2;2,99;3;6,29
1,3;3,03;3;6,29
1,4;3,04;3;6,29
1,5;2,97;3;6,29
1,6;2,94;3;6,29
1,7;2,99;3;6,29
1,8;2,99;3;6,29
1,9;2,91;3;6,29
2;2,97;3;6,29
2,1;3,02;3;6,29
2,2;3;3;6,29
2,3;3;3;6,29
2,4;3,01;3;6,29
2,5;3,09;3;6,29
2,6;3,02;3;6,29
2,7;3,05;3;6,29
2,8;3,1;3;6,29
2,9;3,06;3;6,29
3;3,07;3;6,29
3,1;3,06;3;6,29
3,2;3,06;4;6,29
3,3;3,11;4;6,3
3,4;3,04;4;6,3
3,5;3,09;4;6,31
3,6;3,08;4;6,31
3,7;3,02;4;6,32
3,8;3,02;4;6,32
3,9;3,09;4;6,33
4;3,06;4;6,33
4,1;3,08;4;6,34
4,2;3,17;4;6,35
4,3;3,17;4;6,36
4,4;3,23;4;6,37
4,5;3,27;4;6,37
4,6;3,24;4;6,38
4,7;3,32;4;6,39
4,8;3,34;4;6,39
4,9;3,35;4;6,41
5;3,32;4;6,41
5,1;3,37;4;6,42
5,2;3,38;4;6,43
5,3;3,35;4;6,43
5,4;3,33;4;6,45
5,5;3,38;4;6,45
5,6;3,38;4;6,46
5,7;3,36;4;6,47
5,8;3,47;4;6,47
5,9;3,43;4;6,48
5,99999999999999;3,49;4;6,49
6,09999999999999;3,5;4;6,49
6,19999999999999;3,51;4;6,5
6,29999999999999;3,59;4;6,51
6,39999999999999;3,57;4;6,51
6,49999999999999;3,64;4;6,52
6,59999999999999;3,62;4;6,52
6,69999999999999;3,71;4;6,53
6,79999999999999;3,67;4;6,53
6,89999999999999;3,75;4;6,54
6,99999999999999;3,73;4;6,54
7,09999999999999;3,75;4;6,55
7,19999999999999;3,74;4;6,55
7,29999999999999;3,79;4;6,56
7,39999999999999;3,8;4;6,56
7,49999999999999;3,81;4;6,57
7,59999999999999;3,77;4;6,57
7,69999999999999;3,81;4;6,57
7,79999999999999;3,81;4;6,58
7,89999999999999;3,85;4;6,58
7,99999999999999;3,84;4;6,58
8,09999999999999;3,83;4;6,58
8,19999999999999;3,85;4;6,59
8,29999999999999;3,86;4;6,59
8,39999999999999;3,87;4;6,59
8,49999999999999;3,9;4;6,6
8,59999999999999;3,89;4;6,6
8,69999999999999;3,89;4;6,6
8,79999999999998;3,89;4;6,6
8,89999999999998;3,85;4;6,6
8,99999999999998;3,88;4;6,6
9,09999999999998;3,9;4;6,61
9,19999999999998;3,91;4;6,61
9,29999999999998;3,91;4;6,61
9,39999999999998;3,93;4;6,61
9,49999999999998;3,92;4;6,61
9,59999999999998;3,94;4;6,62
9,69999999999998;3,94;4;6,62
9,79999999999998;3,94;4;6,62
9,89999999999998;3,94;4;6,62
9,99999999999998;3,94;4;6,62
10,1;3,95;4;6,62
10,2;3,94;4;6,62
10,3;3,94;4;6,62
10,4;3,93;4;6,62
10,5;3,92;4;6,63
10,6;3,92;4;6,63
10,7;3,92;4;6,63
10,8;3,91;4;6,63
10,9;3,92;4;6,63
11;3,93;4;6,63
11,1;3,94;4;6,63
11,2;3,96;4;6,63
11,3;3,97;4;6,63
11,4;3,97;4;6,63
11,5;3,98;4;6,63
11,6;3,97;4;6,63
11,7;3,96;4;6,63
11,8;3,94;4;6,63
11,9;3,94;4;6,64
12;3,93;4;6,64
12,1;3,92;4;6,64
12,2;3,93;4;6,64
12,3;3,94;4;6,64
12,4;3,96;4;6,64
12,5;3,98;4;6,64
12,6;4;4;6,64
12,7;4,01;4;6,64
12,8;4;4;6,64
12,9;4,01;4;6,64
13;4,02;4;6,64
13,1;4;4;6,64
13,2;3,99;4;6,64
13,3;3,99;4;6,64
13,4;3,98;4;6,64
13,5;3,98;4;6,64
13,6;3,98;4;6,64
13,7;3,97;4;6,64
13,8;3,97;4;6,64
13,9;3,96;4;6,64
14;3,95;4;6,64
14,1;3,96;4;6,64
14,2;3,96;4;6,64
14,3;3,97;4;6,64
14,4;3,97;4;6,64
14,5;3,97;4;6,64
14,6;3,99;4;6,64
14,7;3,99;4;6,64
14,8;3,98;4;6,64
14,9;3,99;4;6,64
15;4;4;6,64
15,1;4;4;6,64
15,2;3,99;4;6,64
15,3;4,01;4;6,64
15,4;4;4;6,64
15,5;3,99;4;6,64
15,6;4;4;6,64
15,7;4;4;6,64
15,8;4,01;4;6,64
15,9;4,02;4;6,64
16;4,02;4;6,64
16,1;4,01;4;6,64
16,2;4,01;4;6,64
16,3;4;4;6,64
16,4;3,99;4;6,64
16,5;3,99;4;6,64
16,6;3,97;4;6,64
16,7;3,95;4;6,64
16,8;3,96;4;6,64
16,9;3,97;4;6,64
17;3,97;4;6,64
17,1;3,99;4;6,64
17,2;4;4;6,64
17,3;4;4;6,64
17,4;4,01;4;6,64
17,5;4;4;6,64
17,6;3,99;4;6,64
17,7;4;4;6,64
17,8;3,99;4;6,64
17,9;3,99;4;6,64
18;3,98;4;6,64
18,1;3,99;4;6,64
18,2;3,99;4;6,64
18,3;3,98;4;6,64
18,4;3,98;4;6,64
18,5;3,97;4;6,64
18,6;3,99;4;6,64
18,7;3,98;4;6,64
18,8;3,99;4;6,64
18,9;4;4;6,64
19;4;4;6,64
19,1;4,02;4;6,64
19,2;4,02;4;6,64
19,3;4,02;4;6,64
19,4;4,02;4;6,64
19,5;4,01;4;6,64
19,6;4;4;6,64
19,7;3,99;4;6,64
19,8;3,98;4;6,64
19,9;3,97;4;6,64
20;3,96;4;6,64
20,1;3,95;4;6,64
20,2;3,95;4;6,65
20,3;3,96;4;6,65
20,4;3,95;4;6,65
20,5;3,96;4;6,65
20,6;3,98;4;6,65
20,7;3,99;4;6,65
20,8;4,01;4;6,65
20,9;4,02;4;6,65
21;4,03;4;6,65
21,1;4,04;4;6,65
21,2;4,04;4;6,65
21,3;4,05;4;6,65
21,4;4,03;4;6,64
21,5;4,02;4;6,64
21,6;4,01;4;6,64
21,7;3,99;4;6,64
21,8;3,98;4;6,64
21,9;3,96;4;6,64
22;3,93;4;6,64
22,1;3,93;4;6,65
22,2;3,93;4;6,65
22,3;3,93;4;6,65
