Tempo,Valor
2024-09-09 19:51:00,40.237568
2024-09-09 19:51:00,40.237568
2024-09-09 19:51:00,40.237568
2024-09-09 19:51:00,40.237568
2024-09-09 19:51:00,40.237568
2024-09-09 19:51:01,40.237568
2024-09-09 19:51:01,40.237568
2024-09-09 19:51:01,40.237568
2024-09-09 19:51:01,40.237568
2024-09-09 19:51:01,40.237568
2024-09-09 19:51:02,40.237568
2024-09-09 19:51:02,40.237568
2024-09-09 19:51:02,40.237568
2024-09-09 19:51:02,40.237568
2024-09-09 19:51:03,40.237568
2024-09-09 19:51:03,40.237568
2024-09-09 19:51:03,40.237568
2024-09-09 19:51:03,40.237568
2024-09-09 19:51:03,40.237568
2024-09-09 19:51:04,40.237568
2024-09-09 19:51:04,40.237568
2024-09-09 19:51:04,40.237568
2024-09-09 19:51:04,40.237568
2024-09-09 19:51:04,40.237568
2024-09-09 19:51:05,40.237568
2024-09-09 19:51:05,40.432896
2024-09-09 19:51:05,40.432896
2024-09-09 19:51:05,40.432896
2024-09-09 19:51:05,40.335232
2024-09-09 19:51:06,40.335232
2024-09-09 19:51:06,40.335232
2024-09-09 19:51:06,40.237568
2024-09-09 19:51:06,40.237568
2024-09-09 19:51:06,40.237568
2024-09-09 19:51:07,40.237568
2024-09-09 19:51:07,40.237568
2024-09-09 19:51:07,40.237568
2024-09-09 19:51:07,40.237568
2024-09-09 19:51:07,40.237568
2024-09-09 19:51:08,40.237568
2024-09-09 19:51:08,40.237568
2024-09-09 19:51:08,40.237568
2024-09-09 19:51:08,40.237568
2024-09-09 19:51:09,40.237568
2024-09-09 19:51:09,40.237568
2024-09-09 19:51:09,40.237568
2024-09-09 19:51:09,40.237568
2024-09-09 19:51:09,40.237568
2024-09-09 19:51:10,40.237568
2024-09-09 19:51:10,40.237568
2024-09-09 19:51:10,40.335232
2024-09-09 19:51:10,40.335232
2024-09-09 19:51:11,40.335232
2024-09-09 19:51:11,40.335232
2024-09-09 19:51:11,40.335232
2024-09-09 19:51:11,40.53056
2024-09-09 19:51:11,40.432896
2024-09-09 19:51:12,40.432896
2024-09-09 19:51:12,40.432896
2024-09-09 19:51:12,40.432896
2024-09-09 19:51:12,40.432896
2024-09-09 19:51:12,40.432896
2024-09-09 19:51:13,40.432896
2024-09-09 19:51:13,40.432896
2024-09-09 19:51:13,40.432896
2024-09-09 19:51:13,40.432896
2024-09-09 19:51:13,40.432896
2024-09-09 19:51:14,40.432896
2024-09-09 19:51:14,40.432896
2024-09-09 19:51:14,40.432896
2024-09-09 19:51:14,40.432896
2024-09-09 19:51:14,40.432896
2024-09-09 19:51:15,40.432896
2024-09-09 19:51:15,40.432896
2024-09-09 19:51:15,40.432896
2024-09-09 19:51:15,40.432896
2024-09-09 19:51:15,40.237568
2024-09-09 19:51:16,40.237568
2024-09-09 19:51:16,40.237568
2024-09-09 19:51:16,40.237568
2024-09-09 19:51:16,40.237568
2024-09-09 19:51:17,40.237568
2024-09-09 19:51:17,40.237568
2024-09-09 19:51:17,40.237568
2024-09-09 19:51:17,40.237568
2024-09-09 19:51:18,40.237568
2024-09-09 19:51:18,40.237568
2024-09-09 19:51:18,40.237568
2024-09-09 19:51:18,40.237568
2024-09-09 19:51:18,40.237568
2024-09-09 19:51:19,40.237568
2024-09-09 19:51:19,40.237568
2024-09-09 19:51:19,40.237568
2024-09-09 19:51:19,40.237568
2024-09-09 19:51:19,40.237568
2024-09-09 19:51:20,40.237568
2024-09-09 19:51:20,40.237568
2024-09-09 19:51:20,40.237568
2024-09-09 19:51:20,40.237568
2024-09-09 19:51:21,40.139904
2024-09-09 19:51:21,40.139904
2024-09-09 19:51:21,40.139904
2024-09-09 19:51:21,40.04224
2024-09-09 19:51:21,40.04224
2024-09-09 19:51:22,40.04224
2024-09-09 19:51:22,40.04224
2024-09-09 19:51:22,40.04224
2024-09-09 19:51:22,40.04224
2024-09-09 19:51:23,40.04224
2024-09-09 19:51:23,40.04224
2024-09-09 19:51:23,40.04224
2024-09-09 19:51:23,40.04224
2024-09-09 19:51:23,40.04224
2024-09-09 19:51:24,40.04224
2024-09-09 19:51:24,40.04224
2024-09-09 19:51:24,40.04224
2024-09-09 19:51:24,40.04224
2024-09-09 19:51:24,40.04224
2024-09-09 19:51:25,40.04224
2024-09-09 19:51:25,40.04224
2024-09-09 19:51:25,40.04224
2024-09-09 19:51:25,40.04224
2024-09-09 19:51:26,40.04224
2024-09-09 19:51:26,40.04224
2024-09-09 19:51:26,40.04224
2024-09-09 19:51:26,40.04224
2024-09-09 19:51:27,40.04224
2024-09-09 19:51:27,40.04224
2024-09-09 19:51:27,40.04224
2024-09-09 19:51:27,40.04224
2024-09-09 19:51:27,40.04224
2024-09-09 19:51:28,40.04224
2024-09-09 19:51:28,40.04224
2024-09-09 19:51:28,40.04224
2024-09-09 19:51:28,40.04224
2024-09-09 19:51:28,40.04224
2024-09-09 19:51:29,40.04224
2024-09-09 19:51:29,40.04224
2024-09-09 19:51:29,40.04224
2024-09-09 19:51:29,40.04224
2024-09-09 19:51:30,40.139904
2024-09-09 19:51:30,40.139904
2024-09-09 19:51:30,40.139904
2024-09-09 19:51:30,40.237568
2024-09-09 19:51:30,40.237568
2024-09-09 19:51:31,40.237568
2024-09-09 19:51:31,40.237568
2024-09-09 19:51:31,40.237568
2024-09-09 19:51:31,40.237568
2024-09-09 19:51:31,40.237568
2024-09-09 19:51:32,40.237568
2024-09-09 19:51:32,40.237568
2024-09-09 19:51:32,40.237568
2024-09-09 19:51:32,40.237568
2024-09-09 19:51:33,40.237568
2024-09-09 19:51:33,40.237568
2024-09-09 19:51:33,40.237568
2024-09-09 19:51:33,40.237568
2024-09-09 19:51:34,40.237568
2024-09-09 19:51:34,40.237568
2024-09-09 19:51:34,40.432896
2024-09-09 19:51:34,40.432896
2024-09-09 19:51:35,40.432896
2024-09-09 19:51:35,40.432896
2024-09-09 19:51:35,40.237568
2024-09-09 19:51:35,40.237568
2024-09-09 19:51:35,40.237568
2024-09-09 19:51:36,40.237568
2024-09-09 19:51:36,40.237568
2024-09-09 19:51:36,40.237568
2024-09-09 19:51:36,40.237568
2024-09-09 19:51:37,40.237568
2024-09-09 19:51:37,40.237568
2024-09-09 19:51:37,40.237568
2024-09-09 19:51:37,40.237568
2024-09-09 19:51:38,40.237568
2024-09-09 19:51:38,40.237568
2024-09-09 19:51:38,40.237568
2024-09-09 19:51:38,40.237568
2024-09-09 19:51:39,40.237568
2024-09-09 19:51:39,40.237568
2024-09-09 19:51:39,40.237568
2024-09-09 19:51:39,40.237568
2024-09-09 19:51:39,40.53056
2024-09-09 19:51:40,40.628224
2024-09-09 19:51:40,40.628224
2024-09-09 19:51:40,40.628224
2024-09-09 19:51:40,40.628224
2024-09-09 19:51:40,40.628224
2024-09-09 19:51:41,40.628224
2024-09-09 19:51:41,40.628224
2024-09-09 19:51:41,40.628224
2024-09-09 19:51:41,40.628224
2024-09-09 19:51:42,40.628224
2024-09-09 19:51:42,40.628224
2024-09-09 19:51:42,40.628224
2024-09-09 19:51:42,40.628224
2024-09-09 19:51:42,40.628224
2024-09-09 19:51:43,40.628224
2024-09-09 19:51:43,40.628224
2024-09-09 19:51:43,40.628224
2024-09-09 19:51:43,40.628224
2024-09-09 19:51:43,40.628224
2024-09-09 19:51:44,40.628224
2024-09-09 19:51:44,40.628224
2024-09-09 19:51:44,40.628224
2024-09-09 19:51:44,40.725888
2024-09-09 19:51:44,40.628224
2024-09-09 19:51:45,40.432896
2024-09-09 19:51:45,40.432896
2024-09-09 19:51:45,40.432896
2024-09-09 19:51:45,40.432896
2024-09-09 19:51:46,40.432896
2024-09-09 19:51:46,40.432896
2024-09-09 19:51:46,40.432896
2024-09-09 19:51:46,40.432896
2024-09-09 19:51:47,40.432896
2024-09-09 19:51:47,40.432896
2024-09-09 19:51:47,40.237568
2024-09-09 19:51:47,40.237568
2024-09-09 19:51:47,40.237568
2024-09-09 19:51:48,40.237568
2024-09-09 19:51:48,40.237568
2024-09-09 19:51:48,40.237568
2024-09-09 19:51:48,40.237568
2024-09-09 19:51:48,40.237568
2024-09-09 19:51:49,40.237568
2024-09-09 19:51:49,40.237568
2024-09-09 19:51:49,40.237568
2024-09-09 19:51:49,40.237568
2024-09-09 19:51:50,40.237568
